rated,winner,increment_code,white_rating,black_rating,victory_status_draw,victory_status_mate,victory_status_outoftime,victory_status_resign,moves_num,opening_num,midMoves_num,pca1,pca2
1.0,white,0.05555555555555556,0.4603340292275574,0.45687772925764186,0.0,1.0,0.0,0.0,0.8095238095238095,0.037037037037037035,0.8414634146341464,0.9050231801710829,-0.2432924657902222
1.0,white,0.08333333333333334,0.04175365344467641,0.47052401746724887,0.0,0.0,0.0,1.0,0.3492063492063492,0.18518518518518517,0.4390243902439025,-0.5338581048167268,-0.18762335702258906
1.0,white,0.08333333333333334,0.45198329853862207,0.04093886462882096,0.0,0.0,0.0,1.0,0.1111111111111111,0.2222222222222222,0.24390243902439027,-0.5587115782581765,-0.14726758711645807
1.0,white,0.11111111111111112,0.27192066805845505,0.4814410480349344,0.0,0.0,0.0,1.0,0.2857142857142857,0.07407407407407407,0.426829268292683,-0.5467921826490193,-0.18314827707789794
1.0,white,0.11111111111111112,0.46189979123173275,0.283296943231441,0.0,1.0,0.0,0.0,0.19047619047619047,0.18518518518518517,0.3170731707317074,0.8430369706891503,-0.14597060813211096
1.0,draw,0.05555555555555556,0.42118997912317324,0.4814410480349344,1.0,0.0,0.0,0.0,0.5873015873015872,0.037037037037037035,0.6707317073170732,0.23836669063690336,-0.21597719406478824
1.0,white,0.08333333333333334,0.44258872651356995,0.4885371179039301,0.0,0.0,0.0,1.0,0.5555555555555556,0.037037037037037035,0.6463414634146342,-0.5249657444171496,-0.22516325699590697
1.0,white,0.08333333333333334,0.5182672233820459,0.49344978165938863,0.0,1.0,0.0,0.0,0.36507936507936506,0.4074074074074074,0.3780487804878049,0.842297922416728,-0.17129307954967962
1.0,black,0.08333333333333334,0.38569937369519836,0.4901746724890829,0.0,0.0,0.0,1.0,0.873015873015873,0.1111111111111111,0.8658536585365855,-0.49225004331504224,-0.2682031491448088
1.0,white,0.08333333333333334,0.4676409185803757,0.404475982532751,0.0,1.0,0.0,0.0,0.0,0.2222222222222222,0.15853658536585366,0.8166495151165373,-0.12120282771980283
1.0,white,0.08333333333333334,0.44258872651356995,0.49344978165938863,0.0,0.0,0.0,1.0,0.31746031746031744,0.14814814814814814,0.426829268292683,-0.5536544577034134,-0.18847518890758413
